0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	5.420664e-03	1.194577e-02	2.018112e-02	2.910720e-02	3.430448e-02	2.910403e-02	2.017572e-02	1.193987e-02	5.416520e-03	0.000000e+00	
0.000000e+00	9.732111e-03	2.217383e-02	3.966234e-02	6.193334e-02	7.899720e-02	6.192759e-02	3.965256e-02	2.216315e-02	9.724601e-03	0.000000e+00	
0.000000e+00	1.132648e-02	2.734375e-02	5.434729e-02	9.995194e-02	1.578093e-01	9.994440e-02	5.433446e-02	2.732974e-02	1.131663e-02	0.000000e+00	
0.000000e+00	8.220857e-03	2.151359e-02	5.041448e-02	1.257001e-01	3.523269e-01	1.256917e-01	5.040011e-02	2.149788e-02	8.209818e-03	0.000000e+00	
0.000000e+00	3.345571e-05	6.052194e-05	7.922425e-05	8.857541e-05	8.857541e-05	8.011721e-05	6.481618e-05	4.478688e-05	2.239344e-05	0.000000e+00	
0.000000e+00	-8.157148e-03	-2.139834e-02	-5.026362e-02	-1.255315e-01	-3.521582e-01	-1.255391e-01	-5.027667e-02	-2.141259e-02	-8.167172e-03	0.000000e+00	
0.000000e+00	-1.127210e-02	-2.724538e-02	-5.421852e-02	-9.980795e-02	-1.576653e-01	-9.981416e-02	-5.422909e-02	-2.725693e-02	-1.128022e-02	0.000000e+00	
0.000000e+00	-9.692376e-03	-2.210194e-02	-3.956823e-02	-6.182811e-02	-7.889197e-02	-6.183241e-02	-3.957555e-02	-2.210993e-02	-9.697992e-03	0.000000e+00	
0.000000e+00	-5.399604e-03	-1.190766e-02	-2.013123e-02	-2.905142e-02	-3.424870e-02	-2.905357e-02	-2.013489e-02	-1.191166e-02	-5.402413e-03	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
